Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
399;Berlin-Alexanderplatz;RS_IND;21.09.2007-04:00;26.09.2007-09:00;125;;eor;                                                                                                                            
399;Berlin-Alexanderplatz;RS_IND;27.11.2007-07:00;27.11.2007-10:00;3;;eor;                                                                                                                              
399;Berlin-Alexanderplatz;RS_IND;05.04.2008-10:00;05.04.2008-13:00;3;;eor;                                                                                                                              
399;Berlin-Alexanderplatz;RS_IND;20.05.2008-07:00;20.05.2008-08:00;1;;eor;                                                                                                                              
399;Berlin-Alexanderplatz;RS_IND;03.12.2008-13:00;03.12.2008-14:00;1;;eor;                                                                                                                              
399;Berlin-Alexanderplatz;RS_IND;08.12.2008-10:00;11.12.2008-10:00;72;;eor;                                                                                                                             
399;Berlin-Alexanderplatz;WRTR;11.12.2008-08:00;11.12.2008-09:00;1;;eor;                                                                                                                                
399;Berlin-Alexanderplatz;WRTR;11.12.2008-11:00;11.12.2008-15:00;4;;eor;                                                                                                                                
399;Berlin-Alexanderplatz;WRTR;11.12.2008-17:00;12.12.2008-07:00;14;;eor;                                                                                                                               
399;Berlin-Alexanderplatz;WRTR;12.12.2008-09:00;12.12.2008-10:00;1;;eor;                                                                                                                                
399;Berlin-Alexanderplatz;WRTR;12.12.2008-15:00;12.12.2008-16:00;1;;eor;                                                                                                                                
399;Berlin-Alexanderplatz;WRTR;13.12.2008-03:00;13.12.2008-09:00;6;;eor;                                                                                                                                
399;Berlin-Alexanderplatz;WRTR;16.12.2008-11:00;16.12.2008-21:00;10;;eor;                                                                                                                               
generiert: 30.03.2022 --  Deutscher Wetterdienst  --                                                                                                                                                    
